-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,-1,-1
-1,-1,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
